week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2021-02-21,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,504,559,-9.8,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,622,713,-12.8,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,378,406,-6.9,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,406,491,-17.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,85 and over,NA,All,d,Emergency,NA,273,308.5,-11.5,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,All ages,d,All,d,Emergency,NA,2359,2731,-13.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1164,1368,-14.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1185,1355.5,-12.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S08000032,NA,Under 5,NA,All,d,Emergency,NA,40,115,-65.2,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,37,46.5,-20.4,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,238,323,-26.3,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,417,411.5,1.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,197,252.5,-22,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,253,236,7.2,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,85 and over,NA,All,d,Emergency,NA,123,140,-12.1,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,All ages,d,All,d,Emergency,NA,1305,1524.5,-14.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S08000032,NA,All ages,d,Female,NA,Emergency,NA,677,740.5,-8.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S08000032,NA,All ages,d,Male,NA,Emergency,NA,622,776,-19.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-21,S92000003,d,Under 5,NA,All,d,Emergency,NA,437,986,-55.7,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,5 - 14,NA,All,d,Emergency,NA,307,463,-33.7,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,15 - 44,NA,All,d,Emergency,NA,2096,2407,-12.9,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2687,2951.5,-9,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1758,1960,-10.3,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,75 - 84,NA,All,d,Emergency,NA,1984,2163,-8.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,85 and over,NA,All,d,Emergency,NA,1314,1364.5,-3.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,All ages,d,All,d,Emergency,NA,10583,12295,-13.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-21,S92000003,d,All ages,d,Female,NA,Emergency,NA,5166,6141,-15.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-21,S92000003,d,All ages,d,Male,NA,Emergency,NA,5374,6082.5,-11.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000015,NA,Under 5,NA,All,d,Emergency,NA,41,88,-53.4,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,31,49,-36.7,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,176,189,-6.9,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,258,258,0,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,134,196.5,-31.8,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,75 - 84,NA,All,d,Emergency,NA,138,180.5,-23.5,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,85 and over,NA,All,d,Emergency,NA,97,92,5.4,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,All ages,d,All,d,Emergency,NA,875,1053,-16.9,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000015,NA,All ages,d,Female,NA,Emergency,NA,454,520,-12.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000015,NA,All ages,d,Male,NA,Emergency,NA,421,530,-20.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000016,NA,Under 5,NA,All,d,Emergency,NA,8,21,-61.9,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,15 - 44,NA,All,d,Emergency,NA,20,31,-35.5,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,45 - 64,NA,All,d,Emergency,NA,40,41,-2.4,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,65 - 74,NA,All,d,Emergency,NA,38,35,8.6,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,75 - 84,NA,All,d,Emergency,NA,57,40.5,40.7,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,85 and over,NA,All,d,Emergency,NA,31,35.5,-12.7,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,All ages,d,All,d,Emergency,NA,198,219,-9.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000016,NA,All ages,d,Female,NA,Emergency,NA,104,110,-5.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000016,NA,All ages,d,Male,NA,Emergency,NA,93,107,-13.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000017,NA,Under 5,NA,All,d,Emergency,NA,15,35,-57.1,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,13,17.5,-25.7,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,51,55,-7.3,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,51,76.5,-33.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,53,58,-8.6,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,68,77.5,-12.3,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,85 and over,NA,All,d,Emergency,NA,28,46,-39.1,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,All ages,d,All,d,Emergency,NA,279,365.5,-23.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000017,NA,All ages,d,Female,NA,Emergency,NA,131,162.5,-19.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000017,NA,All ages,d,Male,NA,Emergency,NA,148,199.5,-25.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000019,NA,Under 5,NA,All,d,Emergency,NA,19,101.5,-81.3,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,22,60.5,-63.6,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,156,230.5,-32.3,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,155,275,-43.6,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,102,189.5,-46.2,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,119,211.5,-43.7,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,85 and over,NA,All,d,Emergency,NA,69,124.5,-44.6,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,All ages,d,All,d,Emergency,NA,642,1193,-46.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000019,NA,All ages,d,Female,NA,Emergency,NA,332,588.5,-43.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000019,NA,All ages,d,Male,NA,Emergency,NA,310,599.5,-48.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000020,NA,Under 5,NA,All,d,Emergency,NA,53,74,-28.4,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,37,58,-36.2,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,187,191.5,-2.3,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,196,208.5,-6,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,156,146,6.8,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,166,164.5,0.9,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,85 and over,NA,All,d,Emergency,NA,123,116,6,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,All ages,d,All,d,Emergency,NA,918,958.5,-4.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000020,NA,All ages,d,Female,NA,Emergency,NA,465,480.5,-3.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000020,NA,All ages,d,Male,NA,Emergency,NA,448,470.5,-4.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000022,NA,Under 5,NA,All,d,Emergency,NA,38,53.5,-29,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,8,22.5,-64.4,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,113,110,2.7,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,126,133,-5.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,90,103.5,-13,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,92,99.5,-7.5,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,85 and over,NA,All,d,Emergency,NA,56,83,-32.5,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,All ages,d,All,d,Emergency,NA,523,605,-13.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000022,NA,All ages,d,Female,NA,Emergency,NA,238,307.5,-22.6,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000022,NA,All ages,d,Male,NA,Emergency,NA,282,282.5,-0.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000024,NA,Under 5,NA,All,d,Emergency,NA,68,110.5,-38.5,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,50,57.5,-13,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,330,322,2.5,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,405,388,4.4,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,281,234.5,19.8,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,279,267,4.5,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,85 and over,NA,All,d,Emergency,NA,191,175.5,8.8,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,All ages,d,All,d,Emergency,NA,1604,1555,3.2,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000024,NA,All ages,d,Female,NA,Emergency,NA,811,755.5,7.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000024,NA,All ages,d,Male,NA,Emergency,NA,778,779,-0.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000025,NA,45 - 64,NA,All,d,Emergency,NA,8,6.5,23.1,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000025,NA,65 - 74,NA,All,d,Emergency,NA,5,6,-16.7,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000025,NA,75 - 84,NA,All,d,Emergency,NA,10,6,66.7,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000025,NA,85 and over,NA,All,d,Emergency,NA,5,4,25,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000025,NA,All ages,d,All,d,Emergency,NA,32,28,14.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000025,NA,All ages,d,Female,NA,Emergency,NA,16,18,-11.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000025,NA,All ages,d,Male,NA,Emergency,NA,15,10,50,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000026,NA,15 - 44,NA,All,d,Emergency,NA,10,6,66.7,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000026,NA,45 - 64,NA,All,d,Emergency,NA,6,6.5,-7.7,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000026,NA,65 - 74,NA,All,d,Emergency,NA,5,6,-16.7,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000026,NA,75 - 84,NA,All,d,Emergency,NA,8,5,60,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000026,NA,All ages,d,All,d,Emergency,NA,34,30,13.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000026,NA,All ages,d,Female,NA,Emergency,NA,21,14.5,44.8,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000026,NA,All ages,d,Male,NA,Emergency,NA,13,13.5,-3.7,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,11,16.5,-33.3,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,7,13.5,-48.1,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,10,20,-50,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000028,NA,All ages,d,All,d,Emergency,NA,36,71,-49.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000028,NA,All ages,d,Female,NA,Emergency,NA,23,35,-34.3,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000028,NA,All ages,d,Male,NA,Emergency,NA,13,35.5,-63.4,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000029,NA,Under 5,NA,All,d,Emergency,NA,29,67,-56.7,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,24,28,-14.3,February 2021,February,2021,2021Q1,2369,3939.5,7879,12064.5,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,167,176,-5.1,February 2021,February,2021,2021Q1,15923,19450.5,52039,61544,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,134,180,-25.6,February 2021,February,2021,2021Q1,20404,23256,66909,74392.5,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,126,138.5,-9,February 2021,February,2021,2021Q1,13216,15685,44228,51172,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,130,142.5,-8.8,February 2021,February,2021,2021Q1,14490,17187,47410,56484,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,85 and over,NA,All,d,Emergency,NA,92,108.5,-15.2,February 2021,February,2021,2021Q1,9901,11018,32386,36513.5,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,All ages,d,All,d,Emergency,NA,702,840.5,-16.5,February 2021,February,2021,2021Q1,159170,196106,524780,631807,159442,196616.5,525819,634010.5
2021-02-28,S08000029,NA,All ages,d,Female,NA,Emergency,NA,341,406,-16,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39510,49098,131332,158016
2021-02-28,S08000029,NA,All ages,d,Male,NA,Emergency,NA,358,432,-17.1,February 2021,February,2021,2021Q1,159170,196106,524780,631807,39908,48628,130440,156570
2021-02-28,S08000030,NA,Under 5,NA,All,d,Emergency,NA,39,79,-50.6,February 2021,February,2021,2021Q1,3387,7700.5,11960,24619,159442,196616.5,525819,634010.5
