week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2021-10-24,S08000029,NA,Under 5,NA,All,d,Emergency,NA,84,56.5,48.7,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,20,21.5,-7,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,146,154.5,-5.5,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,177,164,7.9,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,130,129.5,0.4,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,163,150,8.7,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,85 and over,NA,All,d,Emergency,NA,108,100.5,7.5,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,All ages,d,All,d,Emergency,NA,828,776.5,6.6,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-24,S08000029,NA,All ages,d,Female,NA,Emergency,NA,418,375,11.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-24,S08000029,NA,All ages,d,Male,NA,Emergency,NA,409,397,3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-24,S08000030,NA,Under 5,NA,All,d,Emergency,NA,97,65.5,48.1,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,39,31.5,23.8,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,195,172,13.4,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,225,204.5,10,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,172,148.5,15.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,191,180.5,5.8,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,85 and over,NA,All,d,Emergency,NA,171,141.5,20.8,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,All ages,d,All,d,Emergency,NA,1090,944,15.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-24,S08000030,NA,All ages,d,Female,NA,Emergency,NA,533,480.5,10.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-24,S08000030,NA,All ages,d,Male,NA,Emergency,NA,557,454,22.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-24,S08000031,NA,Under 5,NA,All,d,Emergency,NA,260,193,34.7,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,109,88,23.9,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,537,568,-5.5,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,681,680.5,0.1,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,471,422,11.6,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,494,460,7.4,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,85 and over,NA,All,d,Emergency,NA,341,301,13.3,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,All ages,d,All,d,Emergency,NA,2893,2712.5,6.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-24,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1426,1394.5,2.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-24,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1444,1297,11.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-24,S08000032,NA,Under 5,NA,All,d,Emergency,NA,70,84,-16.7,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,23,39,-41,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,268,293,-8.5,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,377,367,2.7,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,235,236,-0.4,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,268,265,1.1,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,85 and over,NA,All,d,Emergency,NA,136,141.5,-3.9,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,All ages,d,All,d,Emergency,NA,1377,1425.5,-3.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-24,S08000032,NA,All ages,d,Female,NA,Emergency,NA,751,706.5,6.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-24,S08000032,NA,All ages,d,Male,NA,Emergency,NA,621,711.5,-12.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-24,S92000003,d,Under 5,NA,All,d,Emergency,NA,971,890.5,9,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,5 - 14,NA,All,d,Emergency,NA,374,360.5,3.7,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,15 - 44,NA,All,d,Emergency,NA,2166,2390.5,-9.4,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2613,2748,-4.9,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1922,1890,1.7,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,75 - 84,NA,All,d,Emergency,NA,2114,2030.5,4.1,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,85 and over,NA,All,d,Emergency,NA,1436,1364,5.3,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,All ages,d,All,d,Emergency,NA,11596,11674,-0.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-24,S92000003,d,All ages,d,Female,NA,Emergency,NA,5804,5814,-0.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-24,S92000003,d,All ages,d,Male,NA,Emergency,NA,5704,5735,-0.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000015,NA,Under 5,NA,All,d,Emergency,NA,116,114,1.8,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,35,33.5,4.5,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,156,187.5,-16.8,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,244,245,-0.4,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,170,169.5,0.3,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,75 - 84,NA,All,d,Emergency,NA,175,172,1.7,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,85 and over,NA,All,d,Emergency,NA,75,91.5,-18,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,All ages,d,All,d,Emergency,NA,971,1013,-4.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000015,NA,All ages,d,Female,NA,Emergency,NA,480,510,-5.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000015,NA,All ages,d,Male,NA,Emergency,NA,485,495.5,-2.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000016,NA,Under 5,NA,All,d,Emergency,NA,20,21.5,-7,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,5 - 14,NA,All,d,Emergency,NA,12,10.5,14.3,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,15 - 44,NA,All,d,Emergency,NA,16,30.5,-47.5,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,45 - 64,NA,All,d,Emergency,NA,41,42.5,-3.5,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,65 - 74,NA,All,d,Emergency,NA,21,39.5,-46.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,75 - 84,NA,All,d,Emergency,NA,40,42,-4.8,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,85 and over,NA,All,d,Emergency,NA,29,39,-25.6,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,All ages,d,All,d,Emergency,NA,179,225.5,-20.6,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000016,NA,All ages,d,Female,NA,Emergency,NA,93,110.5,-15.8,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000016,NA,All ages,d,Male,NA,Emergency,NA,83,113,-26.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000017,NA,Under 5,NA,All,d,Emergency,NA,41,20,105,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,14,11,27.3,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,43,58,-25.9,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,72,64.5,11.6,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,62,55.5,11.7,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,54,64,-15.6,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,85 and over,NA,All,d,Emergency,NA,44,41.5,6,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,All ages,d,All,d,Emergency,NA,330,314.5,4.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000017,NA,All ages,d,Female,NA,Emergency,NA,153,164,-6.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000017,NA,All ages,d,Male,NA,Emergency,NA,177,144.5,22.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000019,NA,Under 5,NA,All,d,Emergency,NA,53,98,-45.9,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,23,34,-32.4,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,119,154.5,-23,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,141,200.5,-29.7,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,83,127,-34.6,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,88,151.5,-41.9,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,85 and over,NA,All,d,Emergency,NA,59,101.5,-41.9,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,All ages,d,All,d,Emergency,NA,566,867,-34.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000019,NA,All ages,d,Female,NA,Emergency,NA,292,429.5,-32,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000019,NA,All ages,d,Male,NA,Emergency,NA,274,430,-36.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000020,NA,Under 5,NA,All,d,Emergency,NA,83,91,-8.8,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,48,33,45.5,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,183,188,-2.7,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,203,212.5,-4.5,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,157,153,2.6,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,175,170.5,2.6,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,85 and over,NA,All,d,Emergency,NA,148,128.5,15.2,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,All ages,d,All,d,Emergency,NA,997,976.5,2.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000020,NA,All ages,d,Female,NA,Emergency,NA,477,484,-1.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000020,NA,All ages,d,Male,NA,Emergency,NA,508,476,6.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000022,NA,Under 5,NA,All,d,Emergency,NA,67,40.5,65.4,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,28,12.5,124,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,92,101,-8.9,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,122,144.5,-15.6,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,96,98,-2,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,134,119.5,12.1,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,85 and over,NA,All,d,Emergency,NA,45,66.5,-32.3,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,All ages,d,All,d,Emergency,NA,584,582.5,0.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000022,NA,All ages,d,Female,NA,Emergency,NA,277,285,-2.8,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000022,NA,All ages,d,Male,NA,Emergency,NA,289,280,3.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000024,NA,Under 5,NA,All,d,Emergency,NA,163,145.5,12,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,54,53.5,0.9,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,364,365.5,-0.4,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,430,404.5,6.3,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,320,265,20.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,310,304.5,1.8,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,85 and over,NA,All,d,Emergency,NA,223,196,13.8,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,All ages,d,All,d,Emergency,NA,1864,1734.5,7.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000024,NA,All ages,d,Female,NA,Emergency,NA,955,849.5,12.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000024,NA,All ages,d,Male,NA,Emergency,NA,881,860.5,2.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000025,NA,15 - 44,NA,All,d,Emergency,NA,9,5,80,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,45 - 64,NA,All,d,Emergency,NA,5,8,-37.5,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,65 - 74,NA,All,d,Emergency,NA,5,5,0,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,75 - 84,NA,All,d,Emergency,NA,11,4.5,144.4,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,85 and over,NA,All,d,Emergency,NA,5,6.5,-23.1,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,All ages,d,All,d,Emergency,NA,36,29,24.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000025,NA,All ages,d,Female,NA,Emergency,NA,21,11,90.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000025,NA,All ages,d,Male,NA,Emergency,NA,15,17,-11.8,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000026,NA,15 - 44,NA,All,d,Emergency,NA,5,8.5,-41.2,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000026,NA,45 - 64,NA,All,d,Emergency,NA,7,8,-12.5,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000026,NA,75 - 84,NA,All,d,Emergency,NA,11,7,57.1,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000026,NA,All ages,d,All,d,Emergency,NA,31,32,-3.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000026,NA,All ages,d,Female,NA,Emergency,NA,17,17,0,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000026,NA,All ages,d,Male,NA,Emergency,NA,13,14,-7.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000028,NA,15 - 44,NA,All,d,Emergency,NA,12,7,71.4,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,12,14,-14.3,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,13,7,85.7,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,5,14,-64.3,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,85 and over,NA,All,d,Emergency,NA,7,6,16.7,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,All ages,d,All,d,Emergency,NA,53,51,3.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000028,NA,All ages,d,Female,NA,Emergency,NA,27,28.5,-5.3,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000028,NA,All ages,d,Male,NA,Emergency,NA,25,21,19,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000029,NA,Under 5,NA,All,d,Emergency,NA,82,60,36.7,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,26,31.5,-17.5,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,162,161,0.6,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,151,164.5,-8.2,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,120,137.5,-12.7,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,146,156,-6.4,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,85 and over,NA,All,d,Emergency,NA,113,91.5,23.5,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,All ages,d,All,d,Emergency,NA,800,802,-0.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000029,NA,All ages,d,Female,NA,Emergency,NA,403,406,-0.7,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000029,NA,All ages,d,Male,NA,Emergency,NA,391,389.5,0.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000030,NA,Under 5,NA,All,d,Emergency,NA,96,78,23.1,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,45,36.5,23.3,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
